Web Development,Infrastructure Automation,"ML Algorithms, AI",Web Designing Fundamentals,Blockchain Development,App Development Skills,Cloud Infrastructure Management,Sofware Testing,Data Analysis & ML,Embedded Systems,Artificial Intelligence,Cybersecurity Protocols,AR/VR Design Skills,Computer Architecture,Network Fundamentals & Protocols,"Project Planning, Agile, Scrum","Unity, Unreal Engine, C#",Role
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Not Interested,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Beginner,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Average,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Intermediate,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Excellent,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Average,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Not Interested,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Poor,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Beginner,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Intermediate,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Excellent,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Not Interested,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Beginner,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Average,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Intermediate,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Excellent,Poor,Poor,Poor,Poor,Poor,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Average,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Not Interested,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Poor,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Beginner,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Intermediate,Average,Average,Average,Average,Average,Embedded Software Engineer
Average,Average,Average,Average,Average,Average,Average,Average,Average,Professional,Average,Excellent,Average,Average,Average,Average,Average,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Embedded Software Engineer
